country,CRI_equal_weights_0_to_100
Lebanon,100.0
Ukraine,95.67789485676067
Mozambique,93.75182570472406
Afghanistan,90.831678196631
Egypt,89.3696525302024
Syria,89.3608199853717
Angola,89.03302472042162
Tunisia,88.94147445208502
Yemen,88.77185648524674
Eritrea,88.68394222740163
