date,country,economic_risk_pillar_score,trailing_12m_avg
2013-01-01,BEL,0.009707255446783938,0.22680137226339475
2014-01-01,BEL,0.3246363435060907,0.2376719246236943
2015-01-01,BEL,-0.011533585267138248,0.21275137363461102
2016-01-01,BEL,-0.6497270520389462,0.13434424402792403
2017-01-01,BEL,-0.2120374153028198,0.10547910575036205
2018-01-01,BEL,0.22679905646642926,0.06758895543359467
2019-01-01,BEL,0.024407281746033516,-0.011870986724017055
2020-01-01,BEL,-0.46288234064185474,-0.13456370446873134
2021-01-01,BEL,-0.39141618755871505,-0.07931529022277477
2022-01-01,BEL,-0.1554150693399011,-0.08238599423906674
2023-01-01,BEL,-0.16212176118309707,-0.09822858564852187
2024-01-01,BEL,-0.08058110555801014,-0.12834704831042873
2025-01-01,BEL,0.3308090308276836,-0.10158856702868711
2006-01-01,BGR,-0.9356606657612919,-0.9356606657612919
2007-01-01,BGR,-1.4486199145224892,-1.1921402901418905
2008-01-01,BGR,0.49014315905343375,-0.6313791404101158
2009-01-01,BGR,-0.250471825321748,-0.5361523116380238
2010-01-01,BGR,0.5720079999005634,-0.31452024933030637
2011-01-01,BGR,0.45206448856972636,-0.18675612634696756
2012-01-01,BGR,0.36976813846438933,-0.10725265994534516
2013-01-01,BGR,0.7487283342790038,-0.00025503566730153415
2014-01-01,BGR,0.11157791792765438,0.012170848065471345
2015-01-01,BGR,-0.3211008695368338,-0.02115632369475917
2016-01-01,BGR,-1.0227876127477769,-0.11221371360866987
2017-01-01,BGR,-0.8123754226800809,-0.1705605226979541
2018-01-01,BGR,-0.6432301445470837,-0.14619131259677012
2019-01-01,BGR,-0.5812233538486948,-0.07390826587395392
2020-01-01,BGR,-0.6291546577193955,-0.16718308393835635
2021-01-01,BGR,-0.9113956153070077,-0.222260066437128
2022-01-01,BGR,-0.06785195149574993,-0.27558172905348743
2023-01-01,BGR,0.023174811692694187,-0.3113225354599068
2024-01-01,BGR,-0.6964413213796681,-0.4001733237802449
2025-01-01,BGR,0.004415026906235263,-0.46219943272797565
2006-01-01,BRA,-0.19940203611137572,-0.19940203611137572
2007-01-01,BRA,-1.1708638321782017,-0.6851329341447887
2008-01-01,BRA,0.039477109028642536,-0.4435962530869783
2009-01-01,BRA,-1.9686968650449836,-0.8248714060764797
2010-01-01,BRA,-2.8471056461568183,-1.2293182540925474
2011-01-01,BRA,-2.753625287978336,-1.4833694264068455
2012-01-01,BRA,-3.1981528670846093,-1.7283384893608118
2013-01-01,BRA,-2.363732545850089,-1.8077627464219712
2014-01-01,BRA,-4.195780543904337,-2.073098057253345
2015-01-01,BRA,4.888768776652993,-1.3769113738627115
2016-01-01,BRA,6.213754924132881,-0.6868508013176575
2017-01-01,BRA,3.3636883335465493,-0.34930587341230696
2018-01-01,BRA,1.8954073258113053,-0.1747384265854169
2019-01-01,BRA,1.2079740368159577,0.023498062497429733
2020-01-01,BRA,1.4451204925498629,0.1406350111241981
2021-01-01,BRA,1.3219667572252702,0.4148569796467192
2022-01-01,BRA,0.056935240328750206,0.65686038685385
2023-01-01,BRA,-0.42985674334584906,0.8505077655732238
2024-01-01,BRA,-2.8746840844079395,0.8774634974629464
2025-01-01,BRA,0.07264109106434628,1.0804946338724826
2006-01-01,CAN,0.7652024346899827,0.7652024346899827
2007-01-01,CAN,1.1621355079789766,0.9636689713344797
2008-01-01,CAN,-0.07623973500711406,0.6170327358872817
2009-01-01,CAN,-0.1537855009145466,0.42432817668682465
2010-01-01,CAN,-0.12242315571373562,0.3149779102067126
2011-01-01,CAN,0.04063112044029943,0.2692534452456437
2012-01-01,CAN,-0.08020799839046673,0.21933038186905654
2013-01-01,CAN,-0.12273617332559442,0.17657206246972515
2014-01-01,CAN,-0.1749671604012635,0.13751214881739307
2015-01-01,CAN,0.70653139296191,0.19441407323184476
2016-01-01,CAN,1.1762313843778756,0.2836701924269385
2017-01-01,CAN,0.1474289145809585,0.27231675260644017
2018-01-01,CAN,-0.010705167770659264,0.20765778573472002
2019-01-01,CAN,-0.00436502523033976,0.11044940796727697
2020-01-01,CAN,0.7583799034735689,0.18000104450733387
2021-01-01,CAN,0.614470724224868,0.24402239660228509
2022-01-01,CAN,-0.2358817211759266,0.2345675161471025
2023-01-01,CAN,-1.4261580102903921,0.11233508858621155
2024-01-01,CAN,0.9910897089310402,0.20160989752967043
2025-01-01,CAN,0.23346287063580357,0.2312931511931203
2006-01-01,CHE,0.7600318471118488,0.7600318471118488
2007-01-01,CHE,0.39994570766158544,0.5799887773867172
2008-01-01,CHE,0.6562359733314882,0.6054045093683075
2009-01-01,CHE,-0.3797723147822637,0.3591103033306647
2010-01-01,CHE,-0.41917133298532383,0.20345397606746696
2011-01-01,CHE,-0.2071728001567126,0.1350161800301037
2012-01-01,CHE,-0.4150248568977164,0.05643888904041513
2013-01-01,CHE,-0.7208080469348137,-0.04071697795648847
2014-01-01,CHE,-0.24811634678805597,-0.06376135227110707
2015-01-01,CHE,0.5572696891050637,-0.0016582481334900035
2016-01-01,CHE,0.00413975100380081,-0.0011311573028272022
2017-01-01,CHE,-0.3001824436232892,-0.02605209782953237
2018-01-01,CHE,-0.5456905925346986,-0.13486230113341133
2019-01-01,CHE,-0.4643681103464938,-0.2068884526340846
