date,country,country_code,country_grade,country_grade_numeric,short_term_risk,short_term_risk_value,zscore_grade,zscore_risk,trade_payment_pillar_score
2023-01-01,Cocos (Keeling) Islands,CXR,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Colombia,CCK,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Comoros,COL,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Congo (Democratic Rep Of),COM,D,22,3 (Sensitive),3,0.9127814803025471,0.4236331096597714,0.6875545753243619
2023-01-01,Congo (People's Rep Of),COD,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Cook Islands,COG,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Costa Rica,COK,B,15,3 (Sensitive),3,-0.026258879358297172,0.4236331096597714,0.20443990376330656
2023-01-01,Croatia,HRV,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,Cuba,CUB,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Curacao,CUW,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Cyprus,CYP,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Czech Republic,CZE,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,Côte d'Ivoire,CRI,C,21,2 (Medium),2,0.778632857493855,-0.4200429985609597,0.18448623655117477
2023-01-01,Denmark,DNK,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Djibouti,DJI,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Dominica,DMA,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Dominican Republic,DOM,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Egypt,ECU,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,El Salvador,EGY,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Equatorial Guinea,SLV,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Eritrea,GNQ,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Estonia,ERI,AA,3,2 (Medium),2,-1.6360423530626016,-0.4200429985609597,-1.057808633177253
2023-01-01,Eswatini,EST,C,21,4 (High),4,0.778632857493855,1.2673092178805025,1.0525901507943904
2023-01-01,Ethiopia,SWZ,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Falkland Islands,ETH,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Faroe Islands,FLK,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Fiji,FRO,D,22,3 (Sensitive),3,0.9127814803025471,0.4236331096597714,0.6875545753243619
2023-01-01,Finland,FJI,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,France,FIN,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,French Guiana,FRA,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,French Polynesia,GUF,BB,12,1 (Low),1,-0.4287047477843733,-1.2637191067816909,-0.8707131554346469
2023-01-01,French Southern Territory,PYF,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Gabon,ATF,D,22,3 (Sensitive),3,0.9127814803025471,0.4236331096597714,0.6875545753243619
2023-01-01,Gambia,GAB,D,22,3 (Sensitive),3,0.9127814803025471,0.4236331096597714,0.6875545753243619
2023-01-01,Georgia,GMB,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Germany,GEO,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Ghana,DEU,C,21,4 (High),4,0.778632857493855,1.2673092178805025,1.0525901507943904
2023-01-01,Gibraltar,GHA,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Greece,GIB,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Greenland,GRC,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Grenada,GRL,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Guadeloupe,GRD,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Guam,GLP,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Guatemala,GUM,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Guinea (Rep Of),GTM,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Guinea Bissau,GIN,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Guyana,GNB,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Haiti,GUY,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Heard and McDonald Islands,HTI,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Honduras,HMD,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Hong Kong,HND,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,Hungary,HKG,B,15,3 (Sensitive),3,-0.026258879358297172,0.4236331096597714,0.20443990376330656
2023-01-01,Iceland,HUN,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,India,ISL,B,15,1 (Low),1,-0.026258879358297172,-1.2637191067816909,-0.663664010479909
2023-01-01,Iran,IND,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Iraq,IDN,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Ireland,IRN,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Israel,IRQ,BB,12,1 (Low),1,-0.4287047477843733,-1.2637191067816909,-0.8707131554346469
2023-01-01,Italy,IRL,A,6,2 (Medium),2,-1.2335964846365255,-0.4200429985609597,-0.850759488222515
2023-01-01,Jamaica,ISR,C,21,2 (Medium),2,0.778632857493855,-0.4200429985609597,0.18448623655117477
2023-01-01,Japan,ITA,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Jordan,JAM,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Kazakhstan,JPN,C,21,4 (High),4,0.778632857493855,1.2673092178805025,1.0525901507943904
2023-01-01,Kenya,JOR,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Kiribati,KAZ,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Kuwait,KEN,B,15,1 (Low),1,-0.026258879358297172,-1.2637191067816909,-0.663664010479909
2023-01-01,Kyrgyzstan,KIR,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Laos,KWT,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Latvia,KGZ,A,6,2 (Medium),2,-1.2335964846365255,-0.4200429985609597,-0.850759488222515
2023-01-01,Lebanon,LAO,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Lesotho,LVA,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Liberia,LBN,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Libya,LSO,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Liechtenstein,LBR,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Lithuania,LBY,A,6,2 (Medium),2,-1.2335964846365255,-0.4200429985609597,-0.850759488222515
2023-01-01,Luxembourg,LIE,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Macao,LTU,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,Madagascar,LUX,D,22,3 (Sensitive),3,0.9127814803025471,0.4236331096597714,0.6875545753243619
2023-01-01,Malawi,MAC,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Malaysia,MDG,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,Maldives,MWI,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Mali,MYS,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Malta,MDV,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Marshall Islands,MLI,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Martinique,MLT,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Mauritania,MHL,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Mauritius,MTQ,B,15,3 (Sensitive),3,-0.026258879358297172,0.4236331096597714,0.20443990376330656
2023-01-01,Mayotte,MRT,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Mexico,MUS,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,Micronesia,MYT,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Moldova,MEX,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Mongolia,FSM,D,22,3 (Sensitive),3,0.9127814803025471,0.4236331096597714,0.6875545753243619
2023-01-01,Montenegro,MDA,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Montserrat,MCO,BB,12,1 (Low),1,-0.4287047477843733,-1.2637191067816909,-0.8707131554346469
2023-01-01,Morocco,MNG,B,15,3 (Sensitive),3,-0.026258879358297172,0.4236331096597714,0.20443990376330656
2023-01-01,Mozambique,MNE,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Myanmar (Burma),MSR,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Namibia,MAR,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Nauru,MOZ,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Nepal,MMR,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Netherlands,NAM,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,New Caledonia,NRU,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,New Zealand,NPL,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Nicaragua,NLD,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Niger,NCL,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Nigeria,NZL,D,22,3 (Sensitive),3,0.9127814803025471,0.4236331096597714,0.6875545753243619
2023-01-01,Niue,NIC,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Norfolk Island,NER,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,North Korea,NGA,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,North Macedonia,NIU,C,21,2 (Medium),2,0.778632857493855,-0.4200429985609597,0.18448623655117477
2023-01-01,Northern Mariana Islands,NFK,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Norway,PRK,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Oman,MKD,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Pakistan,MNP,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Palau,NOR,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Panama,OMN,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,Papua New Guinea,PAK,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Paraguay,PLW,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Peru,PAN,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Philippines,PNG,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Pitcairn Islands,PRY,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Poland,PER,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,Portugal,PHL,BB,12,1 (Low),1,-0.4287047477843733,-1.2637191067816909,-0.8707131554346469
2023-01-01,Puerto Rico,PCN,BB,12,3 (Sensitive),3,-0.4287047477843733,0.4236331096597714,-0.0026092411914314297
2023-01-01,Qatar,POL,B,15,1 (Low),1,-0.026258879358297172,-1.2637191067816909,-0.663664010479909
2023-01-01,Reunion,PRT,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Romania,PRI,B,15,3 (Sensitive),3,-0.026258879358297172,0.4236331096597714,0.20443990376330656
2023-01-01,Russia,QAT,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Samoa,REU,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,San Marino,ROU,A,6,2 (Medium),2,-1.2335964846365255,-0.4200429985609597,-0.850759488222515
2023-01-01,Sao Tome & Principe,RUS,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Saudi Arabia,RWA,B,15,1 (Low),1,-0.026258879358297172,-1.2637191067816909,-0.663664010479909
2023-01-01,Senegal,WSM,C,21,2 (Medium),2,0.778632857493855,-0.4200429985609597,0.18448623655117477
2023-01-01,Serbia,SMR,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Seychelles,STP,D,22,3 (Sensitive),3,0.9127814803025471,0.4236331096597714,0.6875545753243619
2023-01-01,Sierra Leone,SAU,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Singapore,SEN,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Slovakia,SRB,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Slovenia,SYC,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,Solomon Islands,SLE,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Somalia,SGP,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,South Africa,SVK,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,South Georgia/Sandwich Islands,SVN,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,South Korea,SLB,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,South Sudan,SOM,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Spain,ZAF,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Sri Lanka,SGS,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,St Helena,KOR,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,St. Kitts & Nevis,SSD,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,St. Lucia,ESP,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,St. Maarten,LKA,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,St. Pierre Et Miquelon,SHN,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,St. Vincent & The Grenadines,KNA,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Sudan,LCA,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Suriname,MAF,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Svalbard & Jan Mayen,SPM,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Sweden,VCT,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Switzerland,SDN,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Syria,SUR,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Taiwan,SJM,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Tajikistan,SWE,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Tanzania,CHE,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Thailand,SYR,B,15,2 (Medium),2,-0.026258879358297172,-0.4200429985609597,-0.2296120533583012
2023-01-01,Timor Leste,TWN,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Togo,TJK,D,22,3 (Sensitive),3,0.9127814803025471,0.4236331096597714,0.6875545753243619
2023-01-01,Tonga,TZA,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Trinidad & Tobago,THA,B,15,3 (Sensitive),3,-0.026258879358297172,0.4236331096597714,0.20443990376330656
2023-01-01,Tunisia,TLS,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Turkey,TGO,C,21,4 (High),4,0.778632857493855,1.2673092178805025,1.0525901507943904
2023-01-01,Turkmenistan,TKL,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Turks & Caicos,TON,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Tuvalu,TTO,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,US Minor Outlying Islands,UKR,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,US Virgin Islands,ARE,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Uganda,TUN,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Ukraine,TUR,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,United Arab Emirates,TKM,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,United Kingdom,TCA,AA,3,2 (Medium),2,-1.6360423530626016,-0.4200429985609597,-1.057808633177253
2023-01-01,United States,TUV,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Uruguay,UGA,BB,12,2 (Medium),2,-0.4287047477843733,-0.4200429985609597,-0.4366611983130391
2023-01-01,Uzbekistan,GBR,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Vanuatu,USA,C,21,3 (Sensitive),3,0.778632857493855,0.4236331096597714,0.6185381936727826
2023-01-01,Vatican City,URY,AA,3,1 (Low),1,-1.6360423530626016,-1.2637191067816909,-1.4918605902988609
2023-01-01,Venezuela,UMI,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Vietnam,VIR,C,21,2 (Medium),2,0.778632857493855,-0.4200429985609597,0.18448623655117477
2023-01-01,Wallis & Futuna,UZB,A,6,1 (Low),1,-1.2335964846365255,-1.2637191067816909,-1.2848114453441228
2023-01-01,Yemen,VUT,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Zambia,VAT,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-01-01,Zimbabwe,VEN,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-02-01,Afghanistan,AFG,D,22,4 (High),4,0.9127814803025471,1.2673092178805025,1.1216065324459699
2023-02-01,Albania,ALB,D,22,3 (Sensitive),3,0.9127814803025471,0.4236331096597714,0.6875545753243619
