date,country,country_code,country_grade,country_grade_letter,short_term_risk_level,short_term_risk_value,country_grade_numeric,zscore_grade,zscore_risk
2023-01-01,Afghanistan,AFG,D,D,4 (High),4.0,22.0,0.9085035987399755,1.2696250173552184
2023-02-01,Afghanistan,,,,,,,0.9085035987399755,1.2696250173552184
2023-03-01,Afghanistan,,,,,,,0.9085035987399755,1.2696250173552184
2023-04-01,Afghanistan,AFG,D,D,4 (High),4.0,22.0,0.9140098520767564,1.2779653712251136
2023-05-01,Afghanistan,,,,,,,0.9140098520767564,1.2779653712251136
2023-06-01,Afghanistan,,,,,,,0.9140098520767564,1.2779653712251136
2023-07-01,Afghanistan,AFG,D,D,4 (High),4.0,22.0,0.9190003904519592,1.286395771805557
2023-08-01,Afghanistan,,,,,,,0.9190003904519592,1.286395771805557
2023-09-01,Afghanistan,,,,,,,0.9190003904519592,1.286395771805557
2023-10-01,Afghanistan,AFG,D,D,4 (High),4.0,22.0,0.9206242305734492,1.2811997768564642
2023-11-01,Afghanistan,,,,,,,0.9206242305734492,1.2811997768564642
2023-12-01,Afghanistan,,,,,,,0.9206242305734492,1.2811997768564642
2024-01-01,Afghanistan,AFG,D,D,4 (High),4.0,22.0,0.9234030727429586,1.3026748725598023
2024-02-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2024-03-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2024-04-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2024-05-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2024-06-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2024-07-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2024-08-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2024-09-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2024-10-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2024-11-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2024-12-01,Afghanistan,,,,,,,0.9234030727429586,1.3026748725598023
2025-01-01,Afghanistan,AFG,D,D,4 (High),4.0,22.0,0.9741131055669616,1.4362124740535651
2025-02-01,Afghanistan,,,,,,,0.9741131055669616,1.4362124740535651
2025-03-01,Afghanistan,,,,,,,0.9741131055669616,1.4362124740535651
2025-04-01,Afghanistan,AFG,D,D,4 (High),4.0,22.0,0.9749937655246032,1.4362124740535651
2023-01-01,Albania,ALB,D,D,3 (Sensitive),3.0,22.0,0.9085035987399755,0.4162015785369756
2023-02-01,Albania,,,,,,,0.9085035987399755,0.4162015785369756
2023-03-01,Albania,,,,,,,0.9085035987399755,0.4162015785369756
2023-04-01,Albania,ALB,C,C,3 (Sensitive),3.0,21.0,0.7763659351838916,0.424587179255712
2023-05-01,Albania,,,,,,,0.7763659351838916,0.424587179255712
2023-06-01,Albania,,,,,,,0.7763659351838916,0.424587179255712
2023-07-01,Albania,ALB,C,C,3 (Sensitive),3.0,21.0,0.7808099613691831,0.4330024983528509
2023-08-01,Albania,,,,,,,0.7808099613691831,0.4330024983528509
2023-09-01,Albania,,,,,,,0.7808099613691831,0.4330024983528509
2023-10-01,Albania,ALB,C,C,3 (Sensitive),3.0,21.0,0.783409312213383,0.4367726512010673
2023-11-01,Albania,,,,,,,0.783409312213383,0.4367726512010673
2023-12-01,Albania,,,,,,,0.783409312213383,0.4367726512010673
2024-01-01,Albania,ALB,C,C,3 (Sensitive),3.0,21.0,0.7861769938507034,0.45780906064402
2024-02-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2024-03-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2024-04-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2024-05-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2024-06-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2024-07-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2024-08-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2024-09-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2024-10-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2024-11-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2024-12-01,Albania,,,,,,,0.7861769938507034,0.45780906064402
2025-01-01,Albania,ALB,B,B,2 (Medium),2.0,15.0,0.0141861131878684,-0.2297939958485705
2025-02-01,Albania,,,,,,,0.0141861131878684,-0.2297939958485705
2025-03-01,Albania,,,,,,,0.0141861131878684,-0.2297939958485705
2025-04-01,Albania,ALB,BB,BB,2 (Medium),2.0,12.0,-0.4071552177260565,-0.2297939958485705
2023-01-01,Algeria,DZA,C,C,3 (Sensitive),3.0,21.0,0.7708720834084719,0.4162015785369756
2023-02-01,Algeria,,,,,,,0.7708720834084719,0.4162015785369756
2023-03-01,Algeria,,,,,,,0.7708720834084719,0.4162015785369756
2023-04-01,Algeria,DZA,C,C,2 (Medium),2.0,21.0,0.7763659351838916,-0.4287910127136894
2023-05-01,Algeria,,,,,,,0.7763659351838916,-0.4287910127136894
2023-06-01,Algeria,,,,,,,0.7763659351838916,-0.4287910127136894
2023-07-01,Algeria,DZA,C,C,2 (Medium),2.0,21.0,0.7808099613691831,-0.420390775099855
2023-08-01,Algeria,,,,,,,0.7808099613691831,-0.420390775099855
2023-09-01,Algeria,,,,,,,0.7808099613691831,-0.420390775099855
2023-10-01,Algeria,DZA,C,C,2 (Medium),2.0,21.0,0.783409312213383,-0.4076544744543296
2023-11-01,Algeria,,,,,,,0.783409312213383,-0.4076544744543296
2023-12-01,Algeria,,,,,,,0.783409312213383,-0.4076544744543296
2024-01-01,Algeria,DZA,C,C,2 (Medium),2.0,21.0,0.7861769938507034,-0.3870567512717623
2024-02-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2024-03-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2024-04-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2024-05-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2024-06-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2024-07-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2024-08-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2024-09-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2024-10-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2024-11-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2024-12-01,Algeria,,,,,,,0.7861769938507034,-0.3870567512717623
2025-01-01,Algeria,DZA,C,C,2 (Medium),2.0,21.0,0.836980678084234,-0.2297939958485705
2025-02-01,Algeria,,,,,,,0.836980678084234,-0.2297939958485705
2025-03-01,Algeria,,,,,,,0.836980678084234,-0.2297939958485705
2025-04-01,Algeria,DZA,C,C,2 (Medium),2.0,21.0,0.8367788671995373,-0.2297939958485705
2023-01-01,American Samoa,ASM,A,A,1 (Low),1.0,6.0,-1.2936006465640846,-1.2906452990995096
2023-02-01,American Samoa,,,,,,,-1.2936006465640846,-1.2906452990995096
2023-03-01,American Samoa,,,,,,,-1.2936006465640846,-1.2906452990995096
2023-04-01,American Samoa,ASM,A,A,1 (Low),1.0,6.0,-1.288292818209078,-1.2821692046830908
2023-05-01,American Samoa,,,,,,,-1.288292818209078,-1.2821692046830908
2023-06-01,American Samoa,,,,,,,-1.288292818209078,-1.2821692046830908
2023-07-01,American Samoa,ASM,A,A,1 (Low),1.0,6.0,-1.2920464748724585,-1.2737840485525609
2023-08-01,American Samoa,,,,,,,-1.2920464748724585,-1.2737840485525609
2023-09-01,American Samoa,,,,,,,-1.2920464748724585,-1.2737840485525609
2023-10-01,American Samoa,ASM,A,A,1 (Low),1.0,6.0,-1.2748144631876104,-1.2520816001097266
2023-11-01,American Samoa,,,,,,,-1.2748144631876104,-1.2520816001097266
2023-12-01,American Samoa,,,,,,,-1.2748144631876104,-1.2520816001097266
2024-01-01,American Samoa,ASM,A,A,1 (Low),1.0,6.0,-1.2722141895331247,-1.2319225631875448
2024-02-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-03-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-04-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-05-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-06-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-07-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-08-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-09-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-10-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-11-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-12-01,American Samoa,,,,,,,-1.2722141895331247,-1.2319225631875448
2025-01-01,American Samoa,ASM,A,A,1 (Low),1.0,6.0,-1.22000573415668,-1.0627972307996385
2025-02-01,American Samoa,,,,,,,-1.22000573415668,-1.0627972307996385
2025-03-01,American Samoa,,,,,,,-1.22000573415668,-1.0627972307996385
2025-04-01,American Samoa,ASM,A,A,1 (Low),1.0,6.0,-1.2364446076764524,-1.0627972307996385
2023-01-01,Andorra,AND,AA,AA,1 (Low),1.0,3.0,-1.7064951925585958,-1.2906452990995096
2023-02-01,Andorra,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-03-01,Andorra,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-04-01,Andorra,AND,AA,AA,1 (Low),1.0,3.0,-1.701224568887672,-1.2821692046830908
2023-05-01,Andorra,,,,,,,-1.701224568887672,-1.2821692046830908
2023-06-01,Andorra,,,,,,,-1.701224568887672,-1.2821692046830908
2023-07-01,Andorra,AND,AA,AA,1 (Low),1.0,3.0,-1.7066177621207863,-1.2737840485525609
2023-08-01,Andorra,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-09-01,Andorra,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-10-01,Andorra,AND,AA,AA,1 (Low),1.0,3.0,-1.686459218267809,-1.2520816001097266
2023-11-01,Andorra,,,,,,,-1.686459218267809,-1.2520816001097266
2023-12-01,Andorra,,,,,,,-1.686459218267809,-1.2520816001097266
2024-01-01,Andorra,AND,AA,AA,1 (Low),1.0,3.0,-1.6838924262098902,-1.2319225631875448
2024-02-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-03-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-04-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-05-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-06-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-07-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-08-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-09-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-10-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-11-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-12-01,Andorra,,,,,,,-1.6838924262098902,-1.2319225631875448
2025-01-01,Andorra,AND,AA,AA,1 (Low),1.0,3.0,-1.6314030166048628,-1.0627972307996385
2025-02-01,Andorra,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-03-01,Andorra,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-04-01,Andorra,AND,AA,AA,1 (Low),1.0,3.0,-1.6510893026516502,-1.0627972307996385
2023-01-01,Angola,AGO,D,D,3 (Sensitive),3.0,22.0,0.9085035987399755,0.4162015785369756
2023-02-01,Angola,,,,,,,0.9085035987399755,0.4162015785369756
2023-03-01,Angola,,,,,,,0.9085035987399755,0.4162015785369756
2023-04-01,Angola,AGO,D,D,3 (Sensitive),3.0,22.0,0.9140098520767564,0.424587179255712
2023-05-01,Angola,,,,,,,0.9140098520767564,0.424587179255712
2023-06-01,Angola,,,,,,,0.9140098520767564,0.424587179255712
2023-07-01,Angola,AGO,D,D,3 (Sensitive),3.0,22.0,0.9190003904519592,0.4330024983528509
2023-08-01,Angola,,,,,,,0.9190003904519592,0.4330024983528509
2023-09-01,Angola,,,,,,,0.9190003904519592,0.4330024983528509
2023-10-01,Angola,AGO,D,D,3 (Sensitive),3.0,22.0,0.9206242305734492,0.4367726512010673
2023-11-01,Angola,,,,,,,0.9206242305734492,0.4367726512010673
2023-12-01,Angola,,,,,,,0.9206242305734492,0.4367726512010673
2024-01-01,Angola,AGO,D,D,3 (Sensitive),3.0,22.0,0.9234030727429586,0.45780906064402
2024-02-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2024-03-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2024-04-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2024-05-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2024-06-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2024-07-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2024-08-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2024-09-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2024-10-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2024-11-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2024-12-01,Angola,,,,,,,0.9234030727429586,0.45780906064402
2025-01-01,Angola,AGO,D,D,3 (Sensitive),3.0,22.0,0.9741131055669616,0.6032092391024972
2025-02-01,Angola,,,,,,,0.9741131055669616,0.6032092391024972
2025-03-01,Angola,,,,,,,0.9741131055669616,0.6032092391024972
2025-04-01,Angola,AGO,D,D,3 (Sensitive),3.0,22.0,0.9749937655246032,0.6032092391024972
2023-01-01,Anguilla,AIA,BB,BB,1 (Low),1.0,12.0,-0.467811554575062,-1.2906452990995096
2023-02-01,Anguilla,,,,,,,-0.467811554575062,-1.2906452990995096
2023-03-01,Anguilla,,,,,,,-0.467811554575062,-1.2906452990995096
2023-04-01,Anguilla,AIA,BB,BB,1 (Low),1.0,12.0,-0.4624293168518901,-1.2821692046830908
2023-05-01,Anguilla,,,,,,,-0.4624293168518901,-1.2821692046830908
2023-06-01,Anguilla,,,,,,,-0.4624293168518901,-1.2821692046830908
2023-07-01,Anguilla,AIA,BB,BB,1 (Low),1.0,12.0,-0.4629039003758017,-1.2737840485525609
2023-08-01,Anguilla,,,,,,,-0.4629039003758017,-1.2737840485525609
2023-09-01,Anguilla,,,,,,,-0.4629039003758017,-1.2737840485525609
2023-10-01,Anguilla,AIA,BB,BB,1 (Low),1.0,12.0,-0.4515249530272131,-1.2520816001097266
2023-11-01,Anguilla,,,,,,,-0.4515249530272131,-1.2520816001097266
2023-12-01,Anguilla,,,,,,,-0.4515249530272131,-1.2520816001097266
2024-01-01,Anguilla,AIA,BB,BB,1 (Low),1.0,12.0,-0.4488577161795934,-1.2319225631875448
2024-02-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2024-03-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2024-04-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2024-05-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2024-06-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2024-07-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2024-08-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2024-09-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2024-10-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2024-11-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2024-12-01,Anguilla,,,,,,,-0.4488577161795934,-1.2319225631875448
2025-01-01,Anguilla,AIA,BB,BB,1 (Low),1.0,12.0,-0.3972111692603144,-1.0627972307996385
2025-02-01,Anguilla,,,,,,,-0.3972111692603144,-1.0627972307996385
2025-03-01,Anguilla,,,,,,,-0.3972111692603144,-1.0627972307996385
2025-04-01,Anguilla,AIA,BB,BB,1 (Low),1.0,12.0,-0.4071552177260565,-1.0627972307996385
2023-01-01,Antarctica,ATA,AA,AA,1 (Low),1.0,3.0,-1.7064951925585958,-1.2906452990995096
2023-02-01,Antarctica,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-03-01,Antarctica,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-04-01,Antarctica,ATA,AA,AA,1 (Low),1.0,3.0,-1.701224568887672,-1.2821692046830908
2023-05-01,Antarctica,,,,,,,-1.701224568887672,-1.2821692046830908
2023-06-01,Antarctica,,,,,,,-1.701224568887672,-1.2821692046830908
2023-07-01,Antarctica,ATA,AA,AA,1 (Low),1.0,3.0,-1.7066177621207863,-1.2737840485525609
2023-08-01,Antarctica,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-09-01,Antarctica,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-10-01,Antarctica,ATA,AA,AA,1 (Low),1.0,3.0,-1.686459218267809,-1.2520816001097266
2023-11-01,Antarctica,,,,,,,-1.686459218267809,-1.2520816001097266
2023-12-01,Antarctica,,,,,,,-1.686459218267809,-1.2520816001097266
2024-01-01,Antarctica,ATA,AA,AA,1 (Low),1.0,3.0,-1.6838924262098902,-1.2319225631875448
2024-02-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-03-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-04-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-05-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-06-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-07-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-08-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-09-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-10-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-11-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-12-01,Antarctica,,,,,,,-1.6838924262098902,-1.2319225631875448
2025-01-01,Antarctica,ATA,AA,AA,1 (Low),1.0,3.0,-1.6314030166048628,-1.0627972307996385
2025-02-01,Antarctica,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-03-01,Antarctica,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-04-01,Antarctica,ATA,AA,AA,1 (Low),1.0,3.0,-1.6510893026516502,-1.0627972307996385
2023-01-01,Argentina,ARG,D,D,4 (High),4.0,22.0,0.9085035987399755,1.2696250173552184
2023-02-01,Argentina,,,,,,,0.9085035987399755,1.2696250173552184
2023-03-01,Argentina,,,,,,,0.9085035987399755,1.2696250173552184
2023-04-01,Argentina,ARG,D,D,4 (High),4.0,22.0,0.9140098520767564,1.2779653712251136
2023-05-01,Argentina,,,,,,,0.9140098520767564,1.2779653712251136
2023-06-01,Argentina,,,,,,,0.9140098520767564,1.2779653712251136
2023-07-01,Argentina,ARG,D,D,4 (High),4.0,22.0,0.9190003904519592,1.286395771805557
2023-08-01,Argentina,,,,,,,0.9190003904519592,1.286395771805557
2023-09-01,Argentina,,,,,,,0.9190003904519592,1.286395771805557
2023-10-01,Argentina,ARG,D,D,4 (High),4.0,22.0,0.9206242305734492,1.2811997768564642
2023-11-01,Argentina,,,,,,,0.9206242305734492,1.2811997768564642
2023-12-01,Argentina,,,,,,,0.9206242305734492,1.2811997768564642
2024-01-01,Argentina,ARG,D,D,4 (High),4.0,22.0,0.9234030727429586,1.3026748725598023
2024-02-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2024-03-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2024-04-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2024-05-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2024-06-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2024-07-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2024-08-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2024-09-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2024-10-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2024-11-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2024-12-01,Argentina,,,,,,,0.9234030727429586,1.3026748725598023
2025-01-01,Argentina,ARG,D,D,3 (Sensitive),3.0,22.0,0.9741131055669616,0.6032092391024972
2025-02-01,Argentina,,,,,,,0.9741131055669616,0.6032092391024972
2025-03-01,Argentina,,,,,,,0.9741131055669616,0.6032092391024972
2025-04-01,Argentina,ARG,C,C,3 (Sensitive),3.0,21.0,0.8367788671995373,0.6032092391024972
2023-01-01,Armenia,ARM,D,D,3 (Sensitive),3.0,22.0,0.9085035987399755,0.4162015785369756
2023-02-01,Armenia,,,,,,,0.9085035987399755,0.4162015785369756
2023-03-01,Armenia,,,,,,,0.9085035987399755,0.4162015785369756
2023-04-01,Armenia,ARM,D,D,3 (Sensitive),3.0,22.0,0.9140098520767564,0.424587179255712
2023-05-01,Armenia,,,,,,,0.9140098520767564,0.424587179255712
2023-06-01,Armenia,,,,,,,0.9140098520767564,0.424587179255712
2023-07-01,Armenia,ARM,D,D,3 (Sensitive),3.0,22.0,0.9190003904519592,0.4330024983528509
2023-08-01,Armenia,,,,,,,0.9190003904519592,0.4330024983528509
2023-09-01,Armenia,,,,,,,0.9190003904519592,0.4330024983528509
2023-10-01,Armenia,ARM,D,D,3 (Sensitive),3.0,22.0,0.9206242305734492,0.4367726512010673
2023-11-01,Armenia,,,,,,,0.9206242305734492,0.4367726512010673
2023-12-01,Armenia,,,,,,,0.9206242305734492,0.4367726512010673
2024-01-01,Armenia,ARM,D,D,3 (Sensitive),3.0,22.0,0.9234030727429586,0.45780906064402
2024-02-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2024-03-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2024-04-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2024-05-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2024-06-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2024-07-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2024-08-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2024-09-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2024-10-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2024-11-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2024-12-01,Armenia,,,,,,,0.9234030727429586,0.45780906064402
2025-01-01,Armenia,ARM,D,D,3 (Sensitive),3.0,22.0,0.9741131055669616,0.6032092391024972
2025-02-01,Armenia,,,,,,,0.9741131055669616,0.6032092391024972
2025-03-01,Armenia,,,,,,,0.9741131055669616,0.6032092391024972
2025-04-01,Armenia,ARM,D,D,3 (Sensitive),3.0,22.0,0.9749937655246032,0.6032092391024972
2023-01-01,Aruba,ABW,B,B,2 (Medium),2.0,15.0,-0.0549170085805507,-0.437221860281267
2023-02-01,Aruba,,,,,,,-0.0549170085805507,-0.437221860281267
2023-03-01,Aruba,,,,,,,-0.0549170085805507,-0.437221860281267
2023-04-01,Aruba,ABW,B,B,2 (Medium),2.0,15.0,-0.0494975661732962,-0.4287910127136894
2023-05-01,Aruba,,,,,,,-0.0494975661732962,-0.4287910127136894
2023-06-01,Aruba,,,,,,,-0.0494975661732962,-0.4287910127136894
2023-07-01,Aruba,ABW,B,B,2 (Medium),2.0,15.0,-0.0483326131274734,-0.420390775099855
2023-08-01,Aruba,,,,,,,-0.0483326131274734,-0.420390775099855
2023-09-01,Aruba,,,,,,,-0.0483326131274734,-0.420390775099855
2023-10-01,Aruba,ABW,B,B,2 (Medium),2.0,15.0,-0.0398801979470144,-0.4076544744543296
2023-11-01,Aruba,,,,,,,-0.0398801979470144,-0.4076544744543296
2023-12-01,Aruba,,,,,,,-0.0398801979470144,-0.4076544744543296
2024-01-01,Aruba,ABW,B,B,2 (Medium),2.0,15.0,-0.0371794795028278,-0.3870567512717623
2024-02-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-03-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-04-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-05-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-06-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-07-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-08-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-09-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-10-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-11-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-12-01,Aruba,,,,,,,-0.0371794795028278,-0.3870567512717623
2025-01-01,Aruba,ABW,BB,BB,1 (Low),1.0,12.0,-0.3972111692603144,-1.0627972307996385
2025-02-01,Aruba,,,,,,,-0.3972111692603144,-1.0627972307996385
2025-03-01,Aruba,,,,,,,-0.3972111692603144,-1.0627972307996385
2025-04-01,Aruba,ABW,BB,BB,1 (Low),1.0,12.0,-0.4071552177260565,-1.0627972307996385
2023-01-01,Australia,AUS,AA,AA,1 (Low),1.0,3.0,-1.7064951925585958,-1.2906452990995096
2023-02-01,Australia,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-03-01,Australia,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-04-01,Australia,AUS,AA,AA,1 (Low),1.0,3.0,-1.701224568887672,-1.2821692046830908
2023-05-01,Australia,,,,,,,-1.701224568887672,-1.2821692046830908
2023-06-01,Australia,,,,,,,-1.701224568887672,-1.2821692046830908
2023-07-01,Australia,AUS,AA,AA,1 (Low),1.0,3.0,-1.7066177621207863,-1.2737840485525609
2023-08-01,Australia,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-09-01,Australia,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-10-01,Australia,AUS,AA,AA,1 (Low),1.0,3.0,-1.686459218267809,-1.2520816001097266
2023-11-01,Australia,,,,,,,-1.686459218267809,-1.2520816001097266
2023-12-01,Australia,,,,,,,-1.686459218267809,-1.2520816001097266
2024-01-01,Australia,AUS,AA,AA,1 (Low),1.0,3.0,-1.6838924262098902,-1.2319225631875448
2024-02-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-03-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-04-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-05-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-06-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-07-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-08-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-09-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-10-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-11-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-12-01,Australia,,,,,,,-1.6838924262098902,-1.2319225631875448
2025-01-01,Australia,AUS,AA,AA,1 (Low),1.0,3.0,-1.6314030166048628,-1.0627972307996385
2025-02-01,Australia,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-03-01,Australia,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-04-01,Australia,AUS,AA,AA,1 (Low),1.0,3.0,-1.6510893026516502,-1.0627972307996385
