date,country,country_code,country_grade,country_grade_letter,short_term_risk_level,short_term_risk_value,country_grade_numeric,zscore_grade,zscore_risk
2024-01-01,Ireland,IRL,AA,AA,1 (Low),1.0,3.0,-1.6838924262098902,-1.2319225631875448
2024-02-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-03-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-04-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-05-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-06-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-07-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-08-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-09-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-10-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-11-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-12-01,Ireland,,,,,,,-1.6838924262098902,-1.2319225631875448
2025-01-01,Ireland,IRL,AA,AA,1 (Low),1.0,3.0,-1.6314030166048628,-1.0627972307996385
2025-02-01,Ireland,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-03-01,Ireland,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-04-01,Ireland,IRL,AA,AA,1 (Low),1.0,3.0,-1.6510893026516502,-1.0627972307996385
2023-01-01,Israel,ISR,BB,BB,1 (Low),1.0,12.0,-0.467811554575062,-1.2906452990995096
2023-02-01,Israel,,,,,,,-0.467811554575062,-1.2906452990995096
2023-03-01,Israel,,,,,,,-0.467811554575062,-1.2906452990995096
2023-04-01,Israel,ISR,BB,BB,1 (Low),1.0,12.0,-0.4624293168518901,-1.2821692046830908
2023-05-01,Israel,,,,,,,-0.4624293168518901,-1.2821692046830908
2023-06-01,Israel,,,,,,,-0.4624293168518901,-1.2821692046830908
2023-07-01,Israel,ISR,BB,BB,1 (Low),1.0,12.0,-0.4629039003758017,-1.2737840485525609
2023-08-01,Israel,,,,,,,-0.4629039003758017,-1.2737840485525609
2023-09-01,Israel,,,,,,,-0.4629039003758017,-1.2737840485525609
2023-10-01,Israel,ISR,B,B,1 (Low),1.0,15.0,-0.0398801979470144,-1.2520816001097266
2023-11-01,Israel,,,,,,,-0.0398801979470144,-1.2520816001097266
2023-12-01,Israel,,,,,,,-0.0398801979470144,-1.2520816001097266
2024-01-01,Israel,ISR,B,B,2 (Medium),2.0,15.0,-0.0371794795028278,-0.3870567512717623
2024-02-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-03-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-04-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-05-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-06-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-07-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-08-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-09-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-10-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-11-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-12-01,Israel,,,,,,,-0.0371794795028278,-0.3870567512717623
2025-01-01,Israel,ISR,B,B,1 (Low),1.0,15.0,0.0141861131878684,-1.0627972307996385
2025-02-01,Israel,,,,,,,0.0141861131878684,-1.0627972307996385
2025-03-01,Israel,,,,,,,0.0141861131878684,-1.0627972307996385
2025-04-01,Israel,ISR,B,B,1 (Low),1.0,15.0,0.0074894772491414,-1.0627972307996385
2023-01-01,Italy,ITA,A,A,2 (Medium),2.0,6.0,-1.2936006465640846,-0.437221860281267
2023-02-01,Italy,,,,,,,-1.2936006465640846,-0.437221860281267
2023-03-01,Italy,,,,,,,-1.2936006465640846,-0.437221860281267
2023-04-01,Italy,ITA,A,A,2 (Medium),2.0,6.0,-1.288292818209078,-0.4287910127136894
2023-05-01,Italy,,,,,,,-1.288292818209078,-0.4287910127136894
2023-06-01,Italy,,,,,,,-1.288292818209078,-0.4287910127136894
2023-07-01,Italy,ITA,A,A,2 (Medium),2.0,6.0,-1.2920464748724585,-0.420390775099855
2023-08-01,Italy,,,,,,,-1.2920464748724585,-0.420390775099855
2023-09-01,Italy,,,,,,,-1.2920464748724585,-0.420390775099855
2023-10-01,Italy,ITA,A,A,2 (Medium),2.0,6.0,-1.2748144631876104,-0.4076544744543296
2023-11-01,Italy,,,,,,,-1.2748144631876104,-0.4076544744543296
2023-12-01,Italy,,,,,,,-1.2748144631876104,-0.4076544744543296
2024-01-01,Italy,ITA,A,A,2 (Medium),2.0,6.0,-1.2722141895331247,-0.3870567512717623
2024-02-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-03-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-04-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-05-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-06-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-07-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-08-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-09-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-10-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-11-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-12-01,Italy,,,,,,,-1.2722141895331247,-0.3870567512717623
2025-01-01,Italy,ITA,A,A,2 (Medium),2.0,6.0,-1.22000573415668,-0.2297939958485705
2025-02-01,Italy,,,,,,,-1.22000573415668,-0.2297939958485705
2025-03-01,Italy,,,,,,,-1.22000573415668,-0.2297939958485705
2025-04-01,Italy,ITA,A,A,2 (Medium),2.0,6.0,-1.2364446076764524,-0.2297939958485705
2023-01-01,Jamaica,JAM,C,C,2 (Medium),2.0,21.0,0.7708720834084719,-0.437221860281267
2023-02-01,Jamaica,,,,,,,0.7708720834084719,-0.437221860281267
2023-03-01,Jamaica,,,,,,,0.7708720834084719,-0.437221860281267
2023-04-01,Jamaica,JAM,C,C,2 (Medium),2.0,21.0,0.7763659351838916,-0.4287910127136894
2023-05-01,Jamaica,,,,,,,0.7763659351838916,-0.4287910127136894
2023-06-01,Jamaica,,,,,,,0.7763659351838916,-0.4287910127136894
2023-07-01,Jamaica,JAM,C,C,2 (Medium),2.0,21.0,0.7808099613691831,-0.420390775099855
2023-08-01,Jamaica,,,,,,,0.7808099613691831,-0.420390775099855
2023-09-01,Jamaica,,,,,,,0.7808099613691831,-0.420390775099855
2023-10-01,Jamaica,JAM,C,C,2 (Medium),2.0,21.0,0.783409312213383,-0.4076544744543296
2023-11-01,Jamaica,,,,,,,0.783409312213383,-0.4076544744543296
2023-12-01,Jamaica,,,,,,,0.783409312213383,-0.4076544744543296
2024-01-01,Jamaica,JAM,C,C,2 (Medium),2.0,21.0,0.7861769938507034,-0.3870567512717623
2024-02-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2024-03-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2024-04-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2024-05-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2024-06-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2024-07-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2024-08-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2024-09-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2024-10-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2024-11-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2024-12-01,Jamaica,,,,,,,0.7861769938507034,-0.3870567512717623
2025-01-01,Jamaica,JAM,B,B,2 (Medium),2.0,15.0,0.0141861131878684,-0.2297939958485705
2025-02-01,Jamaica,,,,,,,0.0141861131878684,-0.2297939958485705
2025-03-01,Jamaica,,,,,,,0.0141861131878684,-0.2297939958485705
2025-04-01,Jamaica,JAM,B,B,2 (Medium),2.0,15.0,0.0074894772491414,-0.2297939958485705
2023-01-01,Japan,JPN,A,A,1 (Low),1.0,6.0,-1.2936006465640846,-1.2906452990995096
2023-02-01,Japan,,,,,,,-1.2936006465640846,-1.2906452990995096
2023-03-01,Japan,,,,,,,-1.2936006465640846,-1.2906452990995096
2023-04-01,Japan,JPN,A,A,1 (Low),1.0,6.0,-1.288292818209078,-1.2821692046830908
2023-05-01,Japan,,,,,,,-1.288292818209078,-1.2821692046830908
2023-06-01,Japan,,,,,,,-1.288292818209078,-1.2821692046830908
2023-07-01,Japan,JPN,A,A,1 (Low),1.0,6.0,-1.2920464748724585,-1.2737840485525609
2023-08-01,Japan,,,,,,,-1.2920464748724585,-1.2737840485525609
2023-09-01,Japan,,,,,,,-1.2920464748724585,-1.2737840485525609
2023-10-01,Japan,JPN,A,A,1 (Low),1.0,6.0,-1.2748144631876104,-1.2520816001097266
2023-11-01,Japan,,,,,,,-1.2748144631876104,-1.2520816001097266
2023-12-01,Japan,,,,,,,-1.2748144631876104,-1.2520816001097266
2024-01-01,Japan,JPN,A,A,1 (Low),1.0,6.0,-1.2722141895331247,-1.2319225631875448
2024-02-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-03-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-04-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-05-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-06-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-07-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-08-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-09-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-10-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-11-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-12-01,Japan,,,,,,,-1.2722141895331247,-1.2319225631875448
2025-01-01,Japan,JPN,A,A,1 (Low),1.0,6.0,-1.22000573415668,-1.0627972307996385
2025-02-01,Japan,,,,,,,-1.22000573415668,-1.0627972307996385
2025-03-01,Japan,,,,,,,-1.22000573415668,-1.0627972307996385
2025-04-01,Japan,JPN,A,A,1 (Low),1.0,6.0,-1.2364446076764524,-1.0627972307996385
2023-01-01,Jordan,JOR,C,C,3 (Sensitive),3.0,21.0,0.7708720834084719,0.4162015785369756
2023-02-01,Jordan,,,,,,,0.7708720834084719,0.4162015785369756
2023-03-01,Jordan,,,,,,,0.7708720834084719,0.4162015785369756
2023-04-01,Jordan,JOR,C,C,3 (Sensitive),3.0,21.0,0.7763659351838916,0.424587179255712
2023-05-01,Jordan,,,,,,,0.7763659351838916,0.424587179255712
2023-06-01,Jordan,,,,,,,0.7763659351838916,0.424587179255712
2023-07-01,Jordan,JOR,C,C,3 (Sensitive),3.0,21.0,0.7808099613691831,0.4330024983528509
2023-08-01,Jordan,,,,,,,0.7808099613691831,0.4330024983528509
2023-09-01,Jordan,,,,,,,0.7808099613691831,0.4330024983528509
2023-10-01,Jordan,JOR,C,C,3 (Sensitive),3.0,21.0,0.783409312213383,0.4367726512010673
2023-11-01,Jordan,,,,,,,0.783409312213383,0.4367726512010673
2023-12-01,Jordan,,,,,,,0.783409312213383,0.4367726512010673
2024-01-01,Jordan,JOR,C,C,3 (Sensitive),3.0,21.0,0.7861769938507034,0.45780906064402
2024-02-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2024-03-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2024-04-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2024-05-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2024-06-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2024-07-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2024-08-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2024-09-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2024-10-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2024-11-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2024-12-01,Jordan,,,,,,,0.7861769938507034,0.45780906064402
2025-01-01,Jordan,JOR,C,C,3 (Sensitive),3.0,21.0,0.836980678084234,0.6032092391024972
2025-02-01,Jordan,,,,,,,0.836980678084234,0.6032092391024972
2025-03-01,Jordan,,,,,,,0.836980678084234,0.6032092391024972
2025-04-01,Jordan,JOR,C,C,3 (Sensitive),3.0,21.0,0.8367788671995373,0.6032092391024972
2023-01-01,Kazakhstan,KAZ,C,C,4 (High),4.0,21.0,0.7708720834084719,1.2696250173552184
2023-02-01,Kazakhstan,,,,,,,0.7708720834084719,1.2696250173552184
2023-03-01,Kazakhstan,,,,,,,0.7708720834084719,1.2696250173552184
2023-04-01,Kazakhstan,KAZ,C,C,4 (High),4.0,21.0,0.7763659351838916,1.2779653712251136
2023-05-01,Kazakhstan,,,,,,,0.7763659351838916,1.2779653712251136
2023-06-01,Kazakhstan,,,,,,,0.7763659351838916,1.2779653712251136
2023-07-01,Kazakhstan,KAZ,C,C,4 (High),4.0,21.0,0.7808099613691831,1.286395771805557
2023-08-01,Kazakhstan,,,,,,,0.7808099613691831,1.286395771805557
2023-09-01,Kazakhstan,,,,,,,0.7808099613691831,1.286395771805557
2023-10-01,Kazakhstan,KAZ,C,C,4 (High),4.0,21.0,0.783409312213383,1.2811997768564642
2023-11-01,Kazakhstan,,,,,,,0.783409312213383,1.2811997768564642
2023-12-01,Kazakhstan,,,,,,,0.783409312213383,1.2811997768564642
2024-01-01,Kazakhstan,KAZ,C,C,3 (Sensitive),3.0,21.0,0.7861769938507034,0.45780906064402
2024-02-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2024-03-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2024-04-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2024-05-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2024-06-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2024-07-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2024-08-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2024-09-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2024-10-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2024-11-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2024-12-01,Kazakhstan,,,,,,,0.7861769938507034,0.45780906064402
2025-01-01,Kazakhstan,KAZ,C,C,3 (Sensitive),3.0,21.0,0.836980678084234,0.6032092391024972
2025-02-01,Kazakhstan,,,,,,,0.836980678084234,0.6032092391024972
2025-03-01,Kazakhstan,,,,,,,0.836980678084234,0.6032092391024972
2025-04-01,Kazakhstan,KAZ,C,C,3 (Sensitive),3.0,21.0,0.8367788671995373,0.6032092391024972
2023-01-01,Kenya,KEN,C,C,3 (Sensitive),3.0,21.0,0.7708720834084719,0.4162015785369756
2023-02-01,Kenya,,,,,,,0.7708720834084719,0.4162015785369756
2023-03-01,Kenya,,,,,,,0.7708720834084719,0.4162015785369756
2023-04-01,Kenya,KEN,C,C,3 (Sensitive),3.0,21.0,0.7763659351838916,0.424587179255712
2023-05-01,Kenya,,,,,,,0.7763659351838916,0.424587179255712
2023-06-01,Kenya,,,,,,,0.7763659351838916,0.424587179255712
2023-07-01,Kenya,KEN,C,C,3 (Sensitive),3.0,21.0,0.7808099613691831,0.4330024983528509
2023-08-01,Kenya,,,,,,,0.7808099613691831,0.4330024983528509
2023-09-01,Kenya,,,,,,,0.7808099613691831,0.4330024983528509
2023-10-01,Kenya,KEN,C,C,3 (Sensitive),3.0,21.0,0.783409312213383,0.4367726512010673
2023-11-01,Kenya,,,,,,,0.783409312213383,0.4367726512010673
2023-12-01,Kenya,,,,,,,0.783409312213383,0.4367726512010673
2024-01-01,Kenya,KEN,C,C,3 (Sensitive),3.0,21.0,0.7861769938507034,0.45780906064402
2024-02-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2024-03-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2024-04-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2024-05-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2024-06-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2024-07-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2024-08-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2024-09-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2024-10-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2024-11-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2024-12-01,Kenya,,,,,,,0.7861769938507034,0.45780906064402
2025-01-01,Kenya,KEN,C,C,3 (Sensitive),3.0,21.0,0.836980678084234,0.6032092391024972
2025-02-01,Kenya,,,,,,,0.836980678084234,0.6032092391024972
2025-03-01,Kenya,,,,,,,0.836980678084234,0.6032092391024972
2025-04-01,Kenya,KEN,C,C,3 (Sensitive),3.0,21.0,0.8367788671995373,0.6032092391024972
2023-01-01,Kiribati,KIR,C,C,3 (Sensitive),3.0,21.0,0.7708720834084719,0.4162015785369756
2023-02-01,Kiribati,,,,,,,0.7708720834084719,0.4162015785369756
2023-03-01,Kiribati,,,,,,,0.7708720834084719,0.4162015785369756
2023-04-01,Kiribati,KIR,C,C,3 (Sensitive),3.0,21.0,0.7763659351838916,0.424587179255712
2023-05-01,Kiribati,,,,,,,0.7763659351838916,0.424587179255712
2023-06-01,Kiribati,,,,,,,0.7763659351838916,0.424587179255712
2023-07-01,Kiribati,KIR,D,D,3 (Sensitive),3.0,22.0,0.9190003904519592,0.4330024983528509
2023-08-01,Kiribati,,,,,,,0.9190003904519592,0.4330024983528509
2023-09-01,Kiribati,,,,,,,0.9190003904519592,0.4330024983528509
2023-10-01,Kiribati,KIR,D,D,3 (Sensitive),3.0,22.0,0.9206242305734492,0.4367726512010673
2023-11-01,Kiribati,,,,,,,0.9206242305734492,0.4367726512010673
2023-12-01,Kiribati,,,,,,,0.9206242305734492,0.4367726512010673
2024-01-01,Kiribati,KIR,D,D,3 (Sensitive),3.0,22.0,0.9234030727429586,0.45780906064402
2024-02-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2024-03-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2024-04-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2024-05-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2024-06-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2024-07-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2024-08-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2024-09-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2024-10-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2024-11-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2024-12-01,Kiribati,,,,,,,0.9234030727429586,0.45780906064402
2025-01-01,Kiribati,KIR,D,D,3 (Sensitive),3.0,22.0,0.9741131055669616,0.6032092391024972
2025-02-01,Kiribati,,,,,,,0.9741131055669616,0.6032092391024972
2025-03-01,Kiribati,,,,,,,0.9741131055669616,0.6032092391024972
2025-04-01,Kiribati,KIR,D,D,3 (Sensitive),3.0,22.0,0.9749937655246032,0.6032092391024972
2023-01-01,Kuwait,KWT,B,B,1 (Low),1.0,15.0,-0.0549170085805507,-1.2906452990995096
2023-02-01,Kuwait,,,,,,,-0.0549170085805507,-1.2906452990995096
2023-03-01,Kuwait,,,,,,,-0.0549170085805507,-1.2906452990995096
2023-04-01,Kuwait,KWT,B,B,1 (Low),1.0,15.0,-0.0494975661732962,-1.2821692046830908
2023-05-01,Kuwait,,,,,,,-0.0494975661732962,-1.2821692046830908
2023-06-01,Kuwait,,,,,,,-0.0494975661732962,-1.2821692046830908
2023-07-01,Kuwait,KWT,B,B,1 (Low),1.0,15.0,-0.0483326131274734,-1.2737840485525609
2023-08-01,Kuwait,,,,,,,-0.0483326131274734,-1.2737840485525609
2023-09-01,Kuwait,,,,,,,-0.0483326131274734,-1.2737840485525609
2023-10-01,Kuwait,KWT,B,B,1 (Low),1.0,15.0,-0.0398801979470144,-1.2520816001097266
2023-11-01,Kuwait,,,,,,,-0.0398801979470144,-1.2520816001097266
2023-12-01,Kuwait,,,,,,,-0.0398801979470144,-1.2520816001097266
2024-01-01,Kuwait,KWT,B,B,1 (Low),1.0,15.0,-0.0371794795028278,-1.2319225631875448
2024-02-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2024-03-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2024-04-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2024-05-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2024-06-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2024-07-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2024-08-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2024-09-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2024-10-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2024-11-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2024-12-01,Kuwait,,,,,,,-0.0371794795028278,-1.2319225631875448
2025-01-01,Kuwait,KWT,B,B,2 (Medium),2.0,15.0,0.0141861131878684,-0.2297939958485705
2025-02-01,Kuwait,,,,,,,0.0141861131878684,-0.2297939958485705
2025-03-01,Kuwait,,,,,,,0.0141861131878684,-0.2297939958485705
2025-04-01,Kuwait,KWT,B,B,2 (Medium),2.0,15.0,0.0074894772491414,-0.2297939958485705
2023-01-01,Kyrgyzstan,KGZ,D,D,4 (High),4.0,22.0,0.9085035987399755,1.2696250173552184
2023-02-01,Kyrgyzstan,,,,,,,0.9085035987399755,1.2696250173552184
2023-03-01,Kyrgyzstan,,,,,,,0.9085035987399755,1.2696250173552184
2023-04-01,Kyrgyzstan,KGZ,D,D,4 (High),4.0,22.0,0.9140098520767564,1.2779653712251136
2023-05-01,Kyrgyzstan,,,,,,,0.9140098520767564,1.2779653712251136
2023-06-01,Kyrgyzstan,,,,,,,0.9140098520767564,1.2779653712251136
2023-07-01,Kyrgyzstan,KGZ,D,D,4 (High),4.0,22.0,0.9190003904519592,1.286395771805557
2023-08-01,Kyrgyzstan,,,,,,,0.9190003904519592,1.286395771805557
2023-09-01,Kyrgyzstan,,,,,,,0.9190003904519592,1.286395771805557
2023-10-01,Kyrgyzstan,KGZ,D,D,4 (High),4.0,22.0,0.9206242305734492,1.2811997768564642
2023-11-01,Kyrgyzstan,,,,,,,0.9206242305734492,1.2811997768564642
2023-12-01,Kyrgyzstan,,,,,,,0.9206242305734492,1.2811997768564642
2024-01-01,Kyrgyzstan,KGZ,D,D,4 (High),4.0,22.0,0.9234030727429586,1.3026748725598023
2024-02-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2024-03-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2024-04-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2024-05-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2024-06-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2024-07-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2024-08-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2024-09-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2024-10-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2024-11-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2024-12-01,Kyrgyzstan,,,,,,,0.9234030727429586,1.3026748725598023
2025-01-01,Kyrgyzstan,KGZ,D,D,3 (Sensitive),3.0,22.0,0.9741131055669616,0.6032092391024972
2025-02-01,Kyrgyzstan,,,,,,,0.9741131055669616,0.6032092391024972
2025-03-01,Kyrgyzstan,,,,,,,0.9741131055669616,0.6032092391024972
2025-04-01,Kyrgyzstan,KGZ,D,D,3 (Sensitive),3.0,22.0,0.9749937655246032,0.6032092391024972
2023-01-01,Latvia,LVA,A,A,2 (Medium),2.0,6.0,-1.2936006465640846,-0.437221860281267
2023-02-01,Latvia,,,,,,,-1.2936006465640846,-0.437221860281267
2023-03-01,Latvia,,,,,,,-1.2936006465640846,-0.437221860281267
2023-04-01,Latvia,LVA,A,A,2 (Medium),2.0,6.0,-1.288292818209078,-0.4287910127136894
2023-05-01,Latvia,,,,,,,-1.288292818209078,-0.4287910127136894
2023-06-01,Latvia,,,,,,,-1.288292818209078,-0.4287910127136894
2023-07-01,Latvia,LVA,A,A,2 (Medium),2.0,6.0,-1.2920464748724585,-0.420390775099855
2023-08-01,Latvia,,,,,,,-1.2920464748724585,-0.420390775099855
2023-09-01,Latvia,,,,,,,-1.2920464748724585,-0.420390775099855
2023-10-01,Latvia,LVA,A,A,2 (Medium),2.0,6.0,-1.2748144631876104,-0.4076544744543296
2023-11-01,Latvia,,,,,,,-1.2748144631876104,-0.4076544744543296
2023-12-01,Latvia,,,,,,,-1.2748144631876104,-0.4076544744543296
2024-01-01,Latvia,LVA,A,A,2 (Medium),2.0,6.0,-1.2722141895331247,-0.3870567512717623
2024-02-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-03-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-04-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-05-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-06-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-07-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-08-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-09-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-10-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-11-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2024-12-01,Latvia,,,,,,,-1.2722141895331247,-0.3870567512717623
2025-01-01,Latvia,LVA,A,A,2 (Medium),2.0,6.0,-1.22000573415668,-0.2297939958485705
2025-02-01,Latvia,,,,,,,-1.22000573415668,-0.2297939958485705
2025-03-01,Latvia,,,,,,,-1.22000573415668,-0.2297939958485705
2025-04-01,Latvia,LVA,A,A,2 (Medium),2.0,6.0,-1.2364446076764524,-0.2297939958485705
2023-01-01,Lebanon,LBN,D,D,4 (High),4.0,22.0,0.9085035987399755,1.2696250173552184
2023-02-01,Lebanon,,,,,,,0.9085035987399755,1.2696250173552184
2023-03-01,Lebanon,,,,,,,0.9085035987399755,1.2696250173552184
2023-04-01,Lebanon,LBN,D,D,4 (High),4.0,22.0,0.9140098520767564,1.2779653712251136
2023-05-01,Lebanon,,,,,,,0.9140098520767564,1.2779653712251136
2023-06-01,Lebanon,,,,,,,0.9140098520767564,1.2779653712251136
2023-07-01,Lebanon,LBN,D,D,4 (High),4.0,22.0,0.9190003904519592,1.286395771805557
2023-08-01,Lebanon,,,,,,,0.9190003904519592,1.286395771805557
2023-09-01,Lebanon,,,,,,,0.9190003904519592,1.286395771805557
2023-10-01,Lebanon,LBN,D,D,4 (High),4.0,22.0,0.9206242305734492,1.2811997768564642
