country,overall_risk_score,risk_score_0_to_100,ewm6,ewm6_score_0_to_100
Poland,-0.399377627552081,40.46813155321873,-0.3571837477368428,40.49289574416813
Portugal,-0.9810421259545273,18.702355620218263,-1.11297654613479,12.220611322797081
Puerto Rico,0.03857721158613434,56.85631911432426,0.07934348986594007,56.82226835176881
Qatar,-0.8373324666902966,24.079943992113193,-0.7936808410402931,24.164650758061367
Romania,0.2530798415688839,64.88296711169532,0.29466174405383666,64.87677606395795
Rwanda,0.24413026239616778,64.54807554533191,0.2887710148268468,64.65641888073557
Samoa,0.5383754422701527,75.55867473454252,0.4060326916344661,69.0428796745659
San Marino,-0.8283828875175804,24.414835558476614,-0.787820256112636,24.383880319789846
Saudi Arabia,-0.6946846663396622,29.417797803536793,-0.7380255115493114,26.24657494187141
Senegal,0.38933644755133195,69.98166363409017,0.6110153528698513,76.71075916770305
Serbia,-0.18487499756933143,48.4947795505898,-0.14186549354894634,48.54740345635728
Seychelles,0.24413026239616778,64.54807554533191,0.28958881311918266,64.68701063282587
Sierra Leone,1.1915408173335151,100.0,1.2335982414283788,100.0
Singapore,-1.4808403566385457,8.308867278652394e-15,-1.4396657479033161,0.0
Slovakia,-1.266337726655796,8.02664799737107,-1.224347493715419,8.054507712189164
Slovenia,-0.9735890726727444,18.981247469718355,-1.1098388555029897,12.337984341111849
Solomon Islands,1.1915408173335151,100.0,1.2335982414283788,100.0
Somalia,1.1915408173335151,100.0,1.2335982414283788,100.0
South Africa,0.25307984156888397,64.88296711169532,0.2948874827064877,64.88522037224745
South Sudan,1.1915408173335151,100.0,1.2335982414283788,100.0
Spain,-1.3381925562879113,5.337853811423607,-1.3839802741130014,2.0830518053039677
Sri Lanka,1.1915408173335151,100.0,1.2335982414283788,100.0
Sudan,1.1915408173335151,100.0,1.2335982414283788,100.0
Suriname,1.0403118869992334,94.34104192144473,0.8907028188744999,87.17315521690765
Sweden,-1.4808403566385457,8.308867278652394e-15,-1.4396657479033161,0.0
Switzerland,-1.4808403566385457,8.308867278652394e-15,-1.4396657479033161,0.0
Taiwan,-1.266337726655796,8.02664799737107,-1.224347493715419,8.054507712189164
Tajikistan,1.046334632178351,94.56641191124174,0.9113539033853739,87.9456597130325
Tanzania,0.24413026239616778,64.54807554533191,0.28900428316594584,64.66514485542531
Thailand,-0.622829836707547,32.10659198948425,-0.576410022856239,32.29219891833008
Togo,0.6820851015343833,80.93626310643745,0.7253083005294076,80.98616736216755
Tokelau,-1.266337726655796,8.02664799737107,-1.224347493715419,8.054507712189164
Tonga,1.1915408173335151,100.0,1.2335982414283788,100.0
Tunisia,1.1915408173335151,100.0,1.2335982414283788,100.0
Turkey,0.8311240962532039,86.51327420688979,0.5203155911942446,73.3179119951991
Turkmenistan,1.1915408173335151,100.0,1.2335982414283788,100.0
Tuvalu,0.6820851015343833,80.93626310643745,0.7252982524296298,80.98579148833625
Uganda,0.6820851015343833,80.93626310643745,0.7252982524296298,80.98579148833625
Ukraine,1.1915408173335151,100.0,1.2335982414283788,100.0
United Arab Emirates,-0.6882934719714758,29.656955092565546,-0.9986936465750113,16.495643643430295
United Kingdom,-1.1880917026554942,10.954599472347288,-1.3253828483435375,4.275032320633209
United States,-1.4627721211011926,0.6761099693910008,-1.377712494370694,2.3175134883745696
Uruguay,-0.8373324666902966,24.079943992113193,-0.793007028927422,24.189856353751136
Uzbekistan,1.046334632178351,94.56641191124174,0.9113539033853739,87.9456597130325
Vanuatu,0.8272912866895474,86.36985119519571,1.0475425904726345,93.04013177530373
Venezuela,1.1915408173335151,100.0,1.2335982414283788,100.0
Vietnam,0.10042060313193718,59.17048717343698,-0.030494545968316945,52.71350706696521
Yemen,1.1915408173335151,100.0,1.2335982414283788,100.0
Zambia,1.1915408173335151,100.0,1.2335982414283788,100.0
Zimbabwe,1.1915408173335151,100.0,1.2335982414283788,100.0
