date,country,governance_risk_pillar_score
2006-01-01,sur,0.09421918560788844
2006-01-01,svk,-0.8562708753242176
2006-01-01,svn,-1.1005558663728556
2006-01-01,swe,-1.8889970516572565
2006-01-01,swz,0.5044344420662215
2006-01-01,syc,-0.4306399194320227
2006-01-01,syr,1.0589614300244214
2006-01-01,tcd,1.5244838181602767
2006-01-01,tgo,1.077083184735648
2006-01-01,tha,0.22865652815997267
2006-01-01,tjk,1.2407995754550447
2006-01-01,tkm,1.6054758204051063
2006-01-01,tmp,0.9813453608017884
2006-01-01,ton,0.27285120597488494
2006-01-01,tto,-0.1912331465865811
2006-01-01,tun,-0.04661524926446378
2006-01-01,tur,-0.018150096170138
2006-01-01,tuv,-0.38308932924020345
2006-01-01,twn,-0.9067061917553051
2006-01-01,tza,0.3355422397968339
2006-01-01,uga,0.5811937800100189
2006-01-01,ukr,0.44615628429482035
2006-01-01,ury,-0.8331134114822005
2006-01-01,usa,-1.4820054324422731
2006-01-01,uzb,1.5931783784920424
2006-01-01,vct,-1.0704262470557158
2006-01-01,ven,1.1597524567736504
2006-01-01,vnm,0.5525061455896321
2006-01-01,vut,-0.40925383958512446
2006-01-01,wbg,0.8212798508070531
2006-01-01,wsm,-0.6434604643808358
2006-01-01,yem,1.0395894884144057
2006-01-01,zaf,-0.472714308314237
2006-01-01,zar,1.661114061071926
2006-01-01,zmb,0.42936194085690826
2006-01-01,zwe,1.5627414912400936
2006-01-02,abw,-1.2869123947349275
2006-01-02,ado,-1.2869123947349275
2006-01-02,afg,1.4028445948093633
2006-01-02,ago,1.198187214734294
2006-01-02,alb,0.7490054497362785
2006-01-02,are,-0.9225349530293662
2006-01-02,arg,0.2910350252637986
2006-01-02,arm,0.6280457228856844
2006-01-02,atg,-1.1555986186287113
2006-01-02,aus,-1.9843772114842806
2006-01-02,aut,-1.9385746329930094
2006-01-02,aze,1.0534841764952079
2006-01-02,bdi,1.059059063937216
2006-01-02,bel,-1.3367403692343713
2006-01-02,ben,0.5461480038341995
2006-01-02,bfa,0.2699760448044877
2006-01-02,bgd,1.399544735108902
2006-01-02,bgr,0.07102442573505306
2006-01-02,bhr,-0.22684106804419454
2006-01-02,bhs,-1.3785315774875326
2006-01-02,bih,0.2612976593765817
2006-01-02,blr,0.4890875460332656
2006-01-02,blz,0.2734438566008236
2006-01-02,bol,0.3906295219104775
2006-01-02,bra,0.08088957156465977
2006-01-02,brb,-1.3611538861039947
2006-01-02,brn,-0.24053314661402764
2006-01-02,btn,-0.8915694997408413
2006-01-02,bwa,-0.9730455546260443
2006-01-02,caf,1.1763555090049886
2006-01-02,can,-1.9863528244014195
2006-01-02,che,-2.1165866162127602
2006-01-02,chl,-1.4476919364950167
2006-01-02,chn,0.4781382334165276
2006-01-02,civ,1.1647758094721785
2006-01-02,cmr,1.0490403842772402
2006-01-02,cog,1.0658142552307606
2006-01-02,col,0.13538843971925935
2006-01-02,com,0.6588948692066781
2006-01-02,cpv,-0.8752067154563347
2006-01-02,cri,-0.4167894570376636
2006-01-02,cub,-0.2908824072815557
2006-01-02,cym,-1.2869123947349275
2006-01-02,cyp,-1.1216440122422848
2006-01-02,cze,-0.3885672601367142
2006-01-02,deu,-1.8276638355555144
2006-01-02,dji,0.6260905542152418
2006-01-02,dma,-0.727055477838935
2006-01-02,dnk,-2.4912035238080654
2006-01-02,dom,0.6821101339391578
2006-01-02,dza,0.5240790485633082
2006-01-02,ecu,0.7425750499471087
2006-01-02,egy,0.6959490524905815
2006-01-02,eri,0.30549363298673904
2006-01-02,esp,-1.2134789303564573
2006-01-02,est,-1.048638333850746
2006-01-02,eth,0.6089734686951607
2006-01-02,fin,-2.4862105873904397
2006-01-02,fji,-0.2228351209057387
2006-01-02,fra,-1.4900672348675945
2006-01-02,fsm,0.06461461249598884
2006-01-02,gab,1.0406769843372314
2006-01-02,gbr,-1.816992720648949
2006-01-02,geo,-0.0892463394409393
2006-01-02,gha,-0.025099453322607934
2006-01-02,gin,1.0790391292294501
2006-01-02,gmb,0.6885807682199019
2006-01-02,gnb,1.053055915607525
2006-01-02,gnq,1.3194218102813375
2006-01-02,grc,-0.3957320216742931
2006-01-02,grd,-0.7460435178056748
2006-01-02,gtm,0.7962251066820919
2006-01-02,guf,-0.8125704196213125
2006-01-02,guy,0.5421586228786477
2006-01-02,hkg,-1.8910033811242624
2006-01-02,hnd,0.7916675044264752
2006-01-02,hrv,-0.08409901566298318
2006-01-02,hti,1.2833235195983104
2006-01-02,hun,-0.6705692444517622
2006-01-02,idn,0.822521940270954
2006-01-02,ind,0.23452418715563678
2006-01-02,irl,-1.7354344129426968
2006-01-02,irn,0.4434572288076917
2006-01-02,irq,1.4072498751469313
2006-01-02,isl,-2.205829025251923
2006-01-02,isr,-1.0365748641092505
2006-01-02,ita,-0.515139107621332
2006-01-02,jam,0.25119776762672574
2006-01-02,jor,-0.31777058109891904
2006-01-02,jpn,-1.3562455797565818
2006-01-02,kaz,0.9530075413388344
2006-01-02,ken,0.8934894839483156
2006-01-02,kgz,1.2824640253960191
2006-01-02,khm,1.2174787103470373
2006-01-02,kir,-0.13129807954062833
2006-01-02,kna,-1.1555986186287113
2006-01-02,kor,-0.33897157259613697
2006-01-02,ksv,0.4733146169053398
2006-01-02,kwt,-0.46462583161934506
2006-01-02,lao,1.2884119025442358
2006-01-02,lbn,0.9573503009650979
2006-01-02,lbr,0.6821410382020541
2006-01-02,lby,1.0447426748731539
2006-01-02,lca,-1.190357091819699
2006-01-02,lie,-1.2869123947349275
2006-01-02,lka,0.15499446099143893
2006-01-02,lso,-0.04979309243124961
2006-01-02,ltu,-0.19467101809655038
2006-01-02,lux,-1.9068697363522484
2006-01-02,lva,-0.3949254804644231
2006-01-02,mac,-0.3836977920975061
2006-01-02,mar,0.435481468249816
2006-01-02,mda,0.6021007229040078
2006-01-02,mdg,0.14275670902805845
2006-01-02,mdv,0.5610576354498114
2006-01-02,mex,0.28493946138811105
2006-01-02,mhl,0.6057867666943589
2006-01-02,mkd,0.36304089252644794
2006-01-02,mli,0.438572219710989
2006-01-02,mlt,-1.0390079786278619
2006-01-02,mmr,1.6157038413752995
2006-01-02,mne,0.34339468065087675
2006-01-02,mng,0.5466959597658602
2006-01-02,moz,0.5772071800463197
2006-01-02,mrt,0.7049973973451663
2006-01-02,mus,-0.31168886456451356
2006-01-02,mwi,0.5086877271847577
2006-01-02,mys,-0.2518450638903609
2006-01-02,nam,-0.2356188228546699
2006-01-02,ner,0.8072128713317077
2006-01-02,nga,1.0838774263377817
2006-01-02,nic,0.6323051597994588
2006-01-02,nld,-2.073829175037186
2006-01-02,nor,-2.15661473762398
2006-01-02,npl,0.6516872286519798
2006-01-02,nzl,-2.3550335031111125
2006-01-02,omn,-0.38417181558066305
2006-01-02,pak,0.7767235811782224
2006-01-02,pan,0.3232869266806445
2006-01-02,per,0.18167773002978346
2006-01-02,phl,0.8475993037949725
2006-01-02,png,1.0973807957927528
2006-01-02,pol,-0.29504393051994066
2006-01-02,pri,-0.5447563040469056
2006-01-02,prk,1.4000772394078442
2006-01-02,prt,-1.0455392329790432
2006-01-02,pry,1.118912017088739
2006-01-02,qat,-0.9596772722500564
2006-01-02,rom,0.16931018076071344
2006-01-02,rus,0.8988706250124715
2006-01-02,rwa,0.16568743170961792
2006-01-02,sau,0.15559165547435738
2006-01-02,sdn,1.1485769954031928
2006-01-02,sen,0.3327690014889633
2006-01-02,sgp,-2.207829242697903
2006-01-02,slb,0.16294135210216593
2006-01-02,sle,0.9839203983393614
2006-01-02,slv,0.2957012088785597
2006-01-02,som,1.680662293864037
2006-01-02,srb,0.2375440362600509
2006-01-02,stp,0.23401988400651466
2006-01-02,sur,0.06403432593549094
2006-01-02,svk,-0.4134049674039096
2006-01-02,svn,-1.062726150117228
2006-01-02,swe,-2.2192022404199245
2006-01-02,swz,0.00549855091066949
2006-01-02,syc,-0.3726957938230274
2006-01-02,syr,0.9078245334697339
2006-01-02,tcd,1.317809798324851
2006-01-02,tgo,1.0073132436365453
2006-01-02,tha,0.37298765940400186
2006-01-02,tjk,1.0005584084357564
2006-01-02,tkm,1.3558932103656172
2006-01-02,tmp,0.5576917469757986
2006-01-02,ton,1.3343852867124828
2006-01-02,tto,0.08556435826070684
2006-01-02,tun,-0.026744110440023675
2006-01-02,tur,-0.06583679269528583
2006-01-02,tuv,0.06461461249598884
2006-01-02,twn,-0.5650205107957204
2006-01-02,tza,0.18867234033758615
2006-01-02,uga,0.746087970815685
2006-01-02,ukr,0.7312936952987067
2006-01-02,ury,-1.1659955178442931
2006-01-02,usa,-1.380219543255916
2006-01-02,uzb,0.9741392066136008
2006-01-02,vct,-0.9959817300031506
2006-01-02,ven,1.0073334501548863
2006-01-02,vnm,0.7062024252054955
2006-01-02,vut,-0.2309312143764523
2006-01-02,wbg,0.2630088915423148
2006-01-02,wsm,-0.34250630437700996
2006-01-02,yem,0.7479602327139162
2006-01-02,zaf,-0.4164106720991104
2006-01-02,zar,1.496785993277382
2006-01-02,zmb,0.5108906645962342
2006-01-02,zwe,1.329714466909685
2006-01-03,abw,-1.2869123947349275
2006-01-03,ado,-1.2869123947349275
2006-01-03,afg,1.4028445948093633
2006-01-03,ago,1.198187214734294
2006-01-03,alb,0.7490054497362785
2006-01-03,are,-0.9225349530293662
2006-01-03,arg,0.2910350252637986
2006-01-03,arm,0.6280457228856844
2006-01-03,atg,-1.1555986186287113
2006-01-03,aus,-1.9843772114842806
2006-01-03,aut,-1.9385746329930094
2006-01-03,aze,1.0534841764952079
2006-01-03,bdi,1.059059063937216
2006-01-03,bel,-1.3367403692343713
2006-01-03,ben,0.5461480038341995
2006-01-03,bfa,0.2699760448044877
2006-01-03,bgd,1.399544735108902
2006-01-03,bgr,0.07102442573505306
2006-01-03,bhr,-0.22684106804419454
2006-01-03,bhs,-1.3785315774875326
2006-01-03,bih,0.2612976593765817
2006-01-03,blr,0.4890875460332656
2006-01-03,blz,0.2734438566008236
2006-01-03,bol,0.3906295219104775
2006-01-03,bra,0.08088957156465977
2006-01-03,brb,-1.3611538861039947
2006-01-03,brn,-0.24053314661402764
2006-01-03,btn,-0.8915694997408413
2006-01-03,bwa,-0.9730455546260443
2006-01-03,caf,1.1763555090049886
2006-01-03,can,-1.9863528244014195
2006-01-03,che,-2.1165866162127602
2006-01-03,chl,-1.4476919364950167
2006-01-03,chn,0.4781382334165276
2006-01-03,civ,1.1647758094721785
2006-01-03,cmr,1.0490403842772402
2006-01-03,cog,1.0658142552307606
2006-01-03,col,0.13538843971925935
2006-01-03,com,0.6588948692066781
2006-01-03,cpv,-0.8752067154563347
2006-01-03,cri,-0.4167894570376636
2006-01-03,cub,-0.2908824072815557
2006-01-03,cym,-1.2869123947349275
2006-01-03,cyp,-1.1216440122422848
2006-01-03,cze,-0.3885672601367142
2006-01-03,deu,-1.8276638355555144
2006-01-03,dji,0.6260905542152418
2006-01-03,dma,-0.727055477838935
2006-01-03,dnk,-2.4912035238080654
2006-01-03,dom,0.6821101339391578
2006-01-03,dza,0.5240790485633082
2006-01-03,ecu,0.7425750499471087
2006-01-03,egy,0.6959490524905815
2006-01-03,eri,0.30549363298673904
2006-01-03,esp,-1.2134789303564573
2006-01-03,est,-1.048638333850746
2006-01-03,eth,0.6089734686951607
2006-01-03,fin,-2.4862105873904397
2006-01-03,fji,-0.2228351209057387
2006-01-03,fra,-1.4900672348675945
2006-01-03,fsm,0.06461461249598884
2006-01-03,gab,1.0406769843372314
2006-01-03,gbr,-1.816992720648949
2006-01-03,geo,-0.0892463394409393
2006-01-03,gha,-0.025099453322607934
2006-01-03,gin,1.0790391292294501
2006-01-03,gmb,0.6885807682199019
2006-01-03,gnb,1.053055915607525
2006-01-03,gnq,1.3194218102813375
2006-01-03,grc,-0.3957320216742931
2006-01-03,grd,-0.7460435178056748
2006-01-03,gtm,0.7962251066820919
2006-01-03,guf,-0.8125704196213125
2006-01-03,guy,0.5421586228786477
2006-01-03,hkg,-1.8910033811242624
2006-01-03,hnd,0.7916675044264752
2006-01-03,hrv,-0.08409901566298318
2006-01-03,hti,1.2833235195983104
2006-01-03,hun,-0.6705692444517622
2006-01-03,idn,0.822521940270954
2006-01-03,ind,0.23452418715563678
2006-01-03,irl,-1.7354344129426968
2006-01-03,irn,0.4434572288076917
2006-01-03,irq,1.4072498751469313
2006-01-03,isl,-2.205829025251923
2006-01-03,isr,-1.0365748641092505
2006-01-03,ita,-0.515139107621332
2006-01-03,jam,0.25119776762672574
2006-01-03,jor,-0.31777058109891904
2006-01-03,jpn,-1.3562455797565818
2006-01-03,kaz,0.9530075413388344
2006-01-03,ken,0.8934894839483156
2006-01-03,kgz,1.2824640253960191
2006-01-03,khm,1.2174787103470373
2006-01-03,kir,-0.13129807954062833
2006-01-03,kna,-1.1555986186287113
2006-01-03,kor,-0.33897157259613697
2006-01-03,ksv,0.4733146169053398
2006-01-03,kwt,-0.46462583161934506
2006-01-03,lao,1.2884119025442358
2006-01-03,lbn,0.9573503009650979
2006-01-03,lbr,0.6821410382020541
2006-01-03,lby,1.0447426748731539
2006-01-03,lca,-1.190357091819699
2006-01-03,lie,-1.2869123947349275
2006-01-03,lka,0.15499446099143893
2006-01-03,lso,-0.04979309243124961
2006-01-03,ltu,-0.19467101809655038
2006-01-03,lux,-1.9068697363522484
2006-01-03,lva,-0.3949254804644231
2006-01-03,mac,-0.3836977920975061
2006-01-03,mar,0.435481468249816
2006-01-03,mda,0.6021007229040078
2006-01-03,mdg,0.14275670902805845
2006-01-03,mdv,0.5610576354498114
2006-01-03,mex,0.28493946138811105
2006-01-03,mhl,0.6057867666943589
2006-01-03,mkd,0.36304089252644794
2006-01-03,mli,0.438572219710989
2006-01-03,mlt,-1.0390079786278619
2006-01-03,mmr,1.6157038413752995
2006-01-03,mne,0.34339468065087675
2006-01-03,mng,0.5466959597658602
2006-01-03,moz,0.5772071800463197
2006-01-03,mrt,0.7049973973451663
2006-01-03,mus,-0.31168886456451356
2006-01-03,mwi,0.5086877271847577
2006-01-03,mys,-0.2518450638903609
2006-01-03,nam,-0.2356188228546699
2006-01-03,ner,0.8072128713317077
2006-01-03,nga,1.0838774263377817
2006-01-03,nic,0.6323051597994588
2006-01-03,nld,-2.073829175037186
2006-01-03,nor,-2.15661473762398
2006-01-03,npl,0.6516872286519798
2006-01-03,nzl,-2.3550335031111125
2006-01-03,omn,-0.38417181558066305
2006-01-03,pak,0.7767235811782224
2006-01-03,pan,0.3232869266806445
2006-01-03,per,0.18167773002978346
2006-01-03,phl,0.8475993037949725
2006-01-03,png,1.0973807957927528
2006-01-03,pol,-0.29504393051994066
2006-01-03,pri,-0.5447563040469056
2006-01-03,prk,1.4000772394078442
2006-01-03,prt,-1.0455392329790432
2006-01-03,pry,1.118912017088739
2006-01-03,qat,-0.9596772722500564
2006-01-03,rom,0.16931018076071344
2006-01-03,rus,0.8988706250124715
2006-01-03,rwa,0.16568743170961792
2006-01-03,sau,0.15559165547435738
2006-01-03,sdn,1.1485769954031928
2006-01-03,sen,0.3327690014889633
2006-01-03,sgp,-2.207829242697903
2006-01-03,slb,0.16294135210216593
2006-01-03,sle,0.9839203983393614
2006-01-03,slv,0.2957012088785597
2006-01-03,som,1.680662293864037
2006-01-03,srb,0.2375440362600509
2006-01-03,stp,0.23401988400651466
2006-01-03,sur,0.06403432593549094
2006-01-03,svk,-0.4134049674039096
2006-01-03,svn,-1.062726150117228
2006-01-03,swe,-2.2192022404199245
2006-01-03,swz,0.00549855091066949
2006-01-03,syc,-0.3726957938230274
2006-01-03,syr,0.9078245334697339
2006-01-03,tcd,1.317809798324851
2006-01-03,tgo,1.0073132436365453
2006-01-03,tha,0.37298765940400186
2006-01-03,tjk,1.0005584084357564
2006-01-03,tkm,1.3558932103656172
2006-01-03,tmp,0.5576917469757986
2006-01-03,ton,1.3343852867124828
2006-01-03,tto,0.08556435826070684
2006-01-03,tun,-0.026744110440023675
2006-01-03,tur,-0.06583679269528583
2006-01-03,tuv,0.06461461249598884
2006-01-03,twn,-0.5650205107957204
2006-01-03,tza,0.18867234033758615
2006-01-03,uga,0.746087970815685
2006-01-03,ukr,0.7312936952987067
2006-01-03,ury,-1.1659955178442931
2006-01-03,usa,-1.380219543255916
2006-01-03,uzb,0.9741392066136008
2006-01-03,vct,-0.9959817300031506
2006-01-03,ven,1.0073334501548863
2006-01-03,vnm,0.7062024252054955
2006-01-03,vut,-0.2309312143764523
2006-01-03,wbg,0.2630088915423148
2006-01-03,wsm,-0.34250630437700996
2006-01-03,yem,0.7479602327139162
2006-01-03,zaf,-0.4164106720991104
2006-01-03,zar,1.496785993277382
2006-01-03,zmb,0.5108906645962342
2006-01-03,zwe,1.329714466909685
2006-01-04,abw,-1.2869123947349275
2006-01-04,ado,-1.2869123947349275
2006-01-04,afg,1.4028445948093633
2006-01-04,ago,1.198187214734294
2006-01-04,alb,0.7490054497362785
2006-01-04,are,-0.9225349530293662
2006-01-04,arg,0.2910350252637986
2006-01-04,arm,0.6280457228856844
2006-01-04,atg,-1.1555986186287113
2006-01-04,aus,-1.9843772114842806
2006-01-04,aut,-1.9385746329930094
2006-01-04,aze,1.0534841764952079
2006-01-04,bdi,1.059059063937216
2006-01-04,bel,-1.3367403692343713
2006-01-04,ben,0.5461480038341995
2006-01-04,bfa,0.2699760448044877
2006-01-04,bgd,1.399544735108902
2006-01-04,bgr,0.07102442573505306
2006-01-04,bhr,-0.22684106804419454
2006-01-04,bhs,-1.3785315774875326
2006-01-04,bih,0.2612976593765817
2006-01-04,blr,0.4890875460332656
2006-01-04,blz,0.2734438566008236
2006-01-04,bol,0.3906295219104775
2006-01-04,bra,0.08088957156465977
2006-01-04,brb,-1.3611538861039947
2006-01-04,brn,-0.24053314661402764
2006-01-04,btn,-0.8915694997408413
2006-01-04,bwa,-0.9730455546260443
2006-01-04,caf,1.1763555090049886
2006-01-04,can,-1.9863528244014195
2006-01-04,che,-2.1165866162127602
2006-01-04,chl,-1.4476919364950167
2006-01-04,chn,0.4781382334165276
2006-01-04,civ,1.1647758094721785
2006-01-04,cmr,1.0490403842772402
2006-01-04,cog,1.0658142552307606
2006-01-04,col,0.13538843971925935
2006-01-04,com,0.6588948692066781
2006-01-04,cpv,-0.8752067154563347
2006-01-04,cri,-0.4167894570376636
2006-01-04,cub,-0.2908824072815557
2006-01-04,cym,-1.2869123947349275
2006-01-04,cyp,-1.1216440122422848
2006-01-04,cze,-0.3885672601367142
2006-01-04,deu,-1.8276638355555144
2006-01-04,dji,0.6260905542152418
2006-01-04,dma,-0.727055477838935
2006-01-04,dnk,-2.4912035238080654
2006-01-04,dom,0.6821101339391578
2006-01-04,dza,0.5240790485633082
2006-01-04,ecu,0.7425750499471087
2006-01-04,egy,0.6959490524905815
2006-01-04,eri,0.30549363298673904
2006-01-04,esp,-1.2134789303564573
2006-01-04,est,-1.048638333850746
2006-01-04,eth,0.6089734686951607
2006-01-04,fin,-2.4862105873904397
2006-01-04,fji,-0.2228351209057387
2006-01-04,fra,-1.4900672348675945
2006-01-04,fsm,0.06461461249598884
2006-01-04,gab,1.0406769843372314
2006-01-04,gbr,-1.816992720648949
2006-01-04,geo,-0.0892463394409393
2006-01-04,gha,-0.025099453322607934
2006-01-04,gin,1.0790391292294501
2006-01-04,gmb,0.6885807682199019
2006-01-04,gnb,1.053055915607525
2006-01-04,gnq,1.3194218102813375
2006-01-04,grc,-0.3957320216742931
2006-01-04,grd,-0.7460435178056748
2006-01-04,gtm,0.7962251066820919
2006-01-04,guf,-0.8125704196213125
2006-01-04,guy,0.5421586228786477
2006-01-04,hkg,-1.8910033811242624
2006-01-04,hnd,0.7916675044264752
2006-01-04,hrv,-0.08409901566298318
2006-01-04,hti,1.2833235195983104
2006-01-04,hun,-0.6705692444517622
2006-01-04,idn,0.822521940270954
2006-01-04,ind,0.23452418715563678
2006-01-04,irl,-1.7354344129426968
2006-01-04,irn,0.4434572288076917
2006-01-04,irq,1.4072498751469313
2006-01-04,isl,-2.205829025251923
2006-01-04,isr,-1.0365748641092505
2006-01-04,ita,-0.515139107621332
2006-01-04,jam,0.25119776762672574
2006-01-04,jor,-0.31777058109891904
2006-01-04,jpn,-1.3562455797565818
2006-01-04,kaz,0.9530075413388344
2006-01-04,ken,0.8934894839483156
2006-01-04,kgz,1.2824640253960191
2006-01-04,khm,1.2174787103470373
2006-01-04,kir,-0.13129807954062833
2006-01-04,kna,-1.1555986186287113
2006-01-04,kor,-0.33897157259613697
2006-01-04,ksv,0.4733146169053398
2006-01-04,kwt,-0.46462583161934506
2006-01-04,lao,1.2884119025442358
2006-01-04,lbn,0.9573503009650979
2006-01-04,lbr,0.6821410382020541
2006-01-04,lby,1.0447426748731539
2006-01-04,lca,-1.190357091819699
2006-01-04,lie,-1.2869123947349275
2006-01-04,lka,0.15499446099143893
2006-01-04,lso,-0.04979309243124961
2006-01-04,ltu,-0.19467101809655038
2006-01-04,lux,-1.9068697363522484
2006-01-04,lva,-0.3949254804644231
2006-01-04,mac,-0.3836977920975061
2006-01-04,mar,0.435481468249816
2006-01-04,mda,0.6021007229040078
2006-01-04,mdg,0.14275670902805845
2006-01-04,mdv,0.5610576354498114
2006-01-04,mex,0.28493946138811105
2006-01-04,mhl,0.6057867666943589
2006-01-04,mkd,0.36304089252644794
2006-01-04,mli,0.438572219710989
2006-01-04,mlt,-1.0390079786278619
